Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
phenotype,doid-ordo,MatcherHTTPCall,"[""androgenic alopecia""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0050801,=,1.0,http://www.orpha.net/ORDO/Orphanet_481771,"[""Genetic alopecia""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""paroxysmal nocturnal hemoglobinuria""]","[""NT MGI.""]","[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060284,=,1.0,http://www.orpha.net/ORDO/Orphanet_447,"[""Paroxysmal nocturnal hemoglobinuria""]",[],"[""owl:Class""]",false,true positive
phenotype,doid-ordo,MatcherHTTPCall,"[""malnutrition of mild degree""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_14157,=,1.0,http://www.orpha.net/ORDO/Orphanet_79651,"[""Mild hyperphenylalaninemia""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""leukoencephalopathy with vanishing white matter""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060868,=,1.0,http://www.orpha.net/ORDO/Orphanet_1877,"[""Muscular dystrophy-white matter spongiosis syndrome""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""megalocornea""]","[""NT MGI.""]","[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060305,=,1.0,http://www.orpha.net/ORDO/Orphanet_99169,"[""Epiblepharon""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""diaphragma sellae meningioma""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_7103,=,1.0,http://www.orpha.net/ORDO/Orphanet_401959,"[""Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""dilated cardiomyopathy 1NN""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0110432,=,1.0,http://www.orpha.net/ORDO/Orphanet_119720,"[""secreted LY6/PLAUR domain containing 1""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""tuberculous myelitis""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_10173,=,1.0,http://www.orpha.net/ORDO/Orphanet_90021,"[""Radiation myelitis""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""disorder of magnesium metabolism""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_11977,=,1.0,http://www.orpha.net/ORDO/Orphanet_309848,"[""Disorder of magnesium transport""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""Sezary's disease involving intrapelvic lymph nodes""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_9161,=,1.0,http://www.orpha.net/ORDO/Orphanet_376910,"[""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""pericarditis""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_1787,=,1.0,http://www.orpha.net/ORDO/Orphanet_410171,"[""Qatar""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""AIDS-related herpes zoster""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_6905,=,1.0,http://www.orpha.net/ORDO/Orphanet_410101,"[""Jamaica""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""recurrent anal cancer""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_6835,=,1.0,http://www.orpha.net/ORDO/Orphanet_1381,"[""Cataract-intellectual disability-anal atresia-urinary defects syndrome""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""familial hypobetalipoproteinemia 2""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0111061,=,1.0,http://www.orpha.net/ORDO/Orphanet_119583,"[""aldehyde dehydrogenase 3 family member A2""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""male infertility""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_12336,=,1.0,http://www.orpha.net/ORDO/Orphanet_98048,"[""Rare male infertility""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""tinea imbricata""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0050116,=,1.0,http://www.orpha.net/ORDO/Orphanet_254367,"[""Rare lichen planus""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""sclerosing liposarcoma""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_5704,=,1.0,http://www.orpha.net/ORDO/Orphanet_100001,"[""Sclerosing perineurioma""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""rete ovarii adenoma""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_6837,=,1.0,http://www.orpha.net/ORDO/Orphanet_444104,"[""lipase E, hormone sensitive type""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""autosomal recessive nonsyndromic deafness 55""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0110510,=,1.0,http://www.orpha.net/ORDO/Orphanet_320375,"[""Autosomal recessive spastic paraplegia type 55""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""kidney hemangiopericytoma""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_262,=,1.0,http://www.orpha.net/ORDO/Orphanet_97364,"[""Bilateral multicystic dysplastic kidney""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""chronic wasting disease""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_3530,=,1.0,http://www.orpha.net/ORDO/Orphanet_133,"[""Chronic beryllium disease""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""calculus of gallbladder and bile duct without cholecystitis""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_10210,=,1.0,http://www.orpha.net/ORDO/Orphanet_1654,"[""Natal teeth-intestinal pseudoobstruction-patent ductus syndrome""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""Verma-Naumoff syndrome""]","[""OMIM mapping confirmed by DO. [SN].""]","[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0050551,=,1.0,http://www.orpha.net/ORDO/Orphanet_1678,"[""Dincsoy-Salih-Patel syndrome""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""intrahepatic biliary papillomatosis""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_8230,=,1.0,http://www.orpha.net/ORDO/Orphanet_244283,"[""Biliary atresia with splenic malformation syndrome""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""synovial sarcoma""]","[""Xref MGI.""]","[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_5485,=,1.0,http://www.orpha.net/ORDO/Orphanet_3273,"[""Synovial sarcoma""]",[],"[""owl:Class""]",false,true positive
phenotype,doid-ordo,MatcherHTTPCall,"[""long QT syndrome""]","[""OMIM mapping confirmed by DO. [SN].""]","[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_2843,=,1.0,http://www.orpha.net/ORDO/Orphanet_768,"[""Familial long QT syndrome""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""ophthalmoplegia""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_539,=,1.0,http://www.orpha.net/ORDO/Orphanet_254886,"[""Autosomal recessive progressive external ophthalmoplegia""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""Hodgkin's paragranuloma""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_8642,=,1.0,http://www.orpha.net/ORDO/Orphanet_2634,"[""Mesomelic dwarfism, Reinhardt-Pfeiffer type""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""fallopian tube adenofibroma""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_5478,=,1.0,http://www.orpha.net/ORDO/Orphanet_263783,"[""Partial duplication of the long arm of chromosome X""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""physical urticaria""]","[""WD correction.""]","[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060220,=,1.0,http://www.orpha.net/ORDO/Orphanet_182734,"[""Genetic urticaria""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""pellagra""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_8457,=,1.0,http://www.orpha.net/ORDO/Orphanet_97352,"[""Pellagra""]",[],"[""owl:Class""]",false,true positive
phenotype,doid-ordo,MatcherHTTPCall,"[""retinitis pigmentosa 9""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0110387,=,1.0,http://www.orpha.net/ORDO/Orphanet_171045,"[""solute carrier family 2 member 9""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""inflammatory bowel disease 13""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0110893,=,1.0,http://www.orpha.net/ORDO/Orphanet_353241,"[""ATPase phospholipid transporting 11A""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""endometriosis of rectovaginal septum and vagina""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_11431,=,1.0,http://www.orpha.net/ORDO/Orphanet_180157,"[""Longitudinal vaginal septum""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""Brunner Syndrome""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060693,=,1.0,http://www.orpha.net/ORDO/Orphanet_1296,"[""Lambert syndrome""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""candidal endocarditis""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_13526,=,1.0,http://www.orpha.net/ORDO/Orphanet_25,"[""Glutaryl-CoA dehydrogenase deficiency""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""congenital adrenal hyperplasia""]","[""Xref MGI.""]","[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0050811,=,1.0,http://www.orpha.net/ORDO/Orphanet_418,"[""Congenital adrenal hyperplasia""]",[],"[""owl:Class""]",false,true positive
phenotype,doid-ordo,MatcherHTTPCall,"[""congenital stationary night blindness 1B""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0110865,=,1.0,http://www.orpha.net/ORDO/Orphanet_120345,"[""twist family bHLH transcription factor 1""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""type I complement component 8 deficiency""]","[""NT MGI.""]","[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060301,=,1.0,http://www.orpha.net/ORDO/Orphanet_98806,"[""Primary dystonia, DYT6 type""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""esophageal disease""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_6050,=,1.0,http://www.orpha.net/ORDO/Orphanet_165661,"[""Genetic pancreatic disease""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""Leber congenital amaurosis 11""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0110216,=,1.0,http://www.orpha.net/ORDO/Orphanet_158401,"[""solute carrier family 11 member 1""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""selective IgG deficiency disease""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_14176,=,1.0,http://www.orpha.net/ORDO/Orphanet_426145,"[""G protein-coupled receptor 161""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""3-methylglutaconic aciduria type 5""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0110000,=,1.0,http://www.orpha.net/ORDO/Orphanet_445038,"[""3-methylglutaconic aciduria type 7""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""UV-sensitive syndrome""]","[""NT MGI.""]","[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060240,=,1.0,http://www.orpha.net/ORDO/Orphanet_178338,"[""UV-sensitive syndrome""]",[],"[""owl:Class""]",false,true positive
phenotype,doid-ordo,MatcherHTTPCall,"[""atrial heart septal defect 2""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0110107,=,1.0,http://www.orpha.net/ORDO/Orphanet_120190,"[""troponin T2, cardiac type""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""chromosome 6q11-q14 deletion syndrome""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060423,=,1.0,http://www.orpha.net/ORDO/Orphanet_96101,"[""Distal trisomy 9q""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""acute promyelocytic leukemia""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060318,=,1.0,http://www.orpha.net/ORDO/Orphanet_520,"[""Acute promyelocytic leukemia""]",[],"[""owl:Class""]",false,true positive
phenotype,doid-ordo,MatcherHTTPCall,"[""dehydration polycythemia""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_2833,=,1.0,http://www.orpha.net/ORDO/Orphanet_309854,"[""Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""candidal pneumonia""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_10472,=,1.0,http://www.orpha.net/ORDO/Orphanet_2194,"[""Anti-HLA hyperimmunization""]",[],"[""owl:Class""]",false,false positive
phenotype,doid-ordo,MatcherHTTPCall,"[""epidermolysis bullosa simplex Dowling-Meara type""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0060735,=,1.0,http://www.orpha.net/ORDO/Orphanet_79396,"[""Epidermolysis bullosa simplex, Dowling-Meara type""]",[],"[""owl:Class""]",false,true positive
phenotype,doid-ordo,MatcherHTTPCall,"[""autosomal recessive limb-girdle muscular dystrophy type 2K""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/DOID_0110297,=,1.0,http://www.orpha.net/ORDO/Orphanet_86812,"[""Autosomal recessive limb-girdle muscular dystrophy type 2K""]",[],"[""owl:Class""]",false,true positive
