Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
biodiv,flopo-pto,MatcherHTTPCall,"[""mesophyll duration""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0022169,=,1.0,http://purl.obolibrary.org/obo/TO_0012005,"[""chlorophyll fluorescence induction kinetics""]",[],"[""owl:Class""]",false,false positive
biodiv,flopo-pto,MatcherHTTPCall,"[""root length""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0009325,=,1.0,http://purl.obolibrary.org/obo/TO_0000227,"[""root length""]","[""refer to PATO:0000122- A 1-D extent quality which is equal to the distance between two points.""]","[""owl:Class""]",false,true positive
biodiv,flopo-pto,MatcherHTTPCall,"[""nectary glabrous""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0017030,=,1.0,http://purl.obolibrary.org/obo/TO_0002645,"[""malt tenderness""]",[],"[""owl:Class""]",false,false positive
biodiv,flopo-pto,MatcherHTTPCall,"[""stomatal complex heart shaped""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0018451,=,1.0,http://purl.obolibrary.org/obo/TO_0020095,"[""stomatal process related trait""]",[],"[""owl:Class""]",false,false positive
biodiv,flopo-pto,MatcherHTTPCall,"[""leaf tendril composition""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0022438,=,1.0,http://purl.obolibrary.org/obo/TO_0000493,"[""leaf composition trait""]","[""If you are annotating to this term, please add an additional annotation to vascular leaf morphology (TO:0000419) or non-vascular leaf morphology trait (TO:0000925), depending on the species.""]","[""owl:Class""]",false,false positive
biodiv,flopo-pto,MatcherHTTPCall,"[""whole plant erect""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0000507,=,1.0,http://purl.obolibrary.org/obo/TO_0000207,"[""plant height""]","[""Comment: Refers to: height (PATO_0000119): A 1-D extent quality inhering in a bearer by virtue of the bearer's vertical dimension of extension.""]","[""owl:Class""]",false,false positive
biodiv,flopo-pto,MatcherHTTPCall,"[""phyllome sinus length""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0007822,=,1.0,http://purl.obolibrary.org/obo/TO_0000532,"[""apiculus hair length""]",[],"[""owl:Class""]",false,false positive
biodiv,flopo-pto,MatcherHTTPCall,"[""hilum orange""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0012395,=,1.0,http://purl.obolibrary.org/obo/TO_0020053,"[""wheat spot blotch disease resistance""]","[""Symptoms include, elongated to oval shaped dark brown lesions. Centers often lighten to dark brown or tan surrounded by an irregular dark brown ring.""]","[""owl:Class""]",false,false positive
biodiv,flopo-pto,MatcherHTTPCall,"[""tubercle prominent""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0020365,=,1.0,http://purl.obolibrary.org/obo/TO_0000704,"[""phosphatase activity trait""]",[],"[""owl:Class""]",false,false positive
biodiv,flopo-pto,MatcherHTTPCall,"[""leaf prostrate""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/FLOPO_0005910,=,1.0,http://purl.obolibrary.org/obo/TO_0000873,"[""leaf prostrate""]","[""Refer to prostrate (PATO:0000631): A positional quality inhering in a bearer by virtue of the bearer's being stretched out and lying at full length along the ground.""]","[""owl:Class""]",false,true positive
