Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#AuthorNotReviewer,=,1.0,http://confOf#Scholar,[],"[""confTool"",""price category - scholar""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#User,=,1.0,http://confOf#Student,[],"[""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:DatatypeProperty""]",http://cmt#email,=,1.0,http://confOf#hasEmail,[],"[""confTool""]","[""owl:DatatypeProperty""]",true,true positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Paper,=,1.0,http://confOf#Paper,[],"[""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",http://cmt#writeReview,=,1.0,http://confOf#reviewes,[],[],"[""owl:ObjectProperty""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#ProgramCommitteeChair,=,0.0,http://confOf#Chair_PC,[],"[""confTool""]","[""owl:Class""]",true,false negative
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#ConferenceMember,=,1.0,http://confOf#Member,[],"[""confTool""]","[""owl:Class""]",true,true positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Review,=,1.0,http://confOf#Reviewing_event,[],"[""Reviewing procedure for submitted contributions"",""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Document,=,1.0,http://confOf#Camera_Ready_event,[],"[""Final upload of accepted contributions"",""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Acceptance,=,1.0,http://confOf#Contribution,[],"[""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:ObjectProperty""]",http://cmt#submitPaper,=,1.0,http://confOf#hasTopic,[],"[""confTool""]","[""owl:ObjectProperty""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Author,=,1.0,http://confOf#Author,[],"[""confTool""]","[""owl:Class""]",false,true positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Person,=,1.0,http://confOf#Person,[],"[""confTool""]","[""owl:Class""]",false,true positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#ProgramCommitteeChair,=,1.0,http://confOf#Workshop,[],[],"[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],"[""A special type of Reviewer.  There can be any number of Reviewers for a given paper, but only one Meta-Reviewer.  The Meta-Reviewer can go over all the reviews submitted for the paper and submit their own review.  Questions for the Meta-Reviewer can be different from those for a normal Reviewer.  Their role is to ensure that the reviews are good and consistent. The decision to use Meta-Reviewers is optional, and must be set before paper assignment occurs.""]","[""owl:Class""]",http://cmt#Meta-Reviewer,=,1.0,http://confOf#Social_event,[],[],"[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:ObjectProperty""]",http://cmt#hasSubjectArea,=,1.0,http://confOf#studyAt,[],[],"[""owl:ObjectProperty""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Chairman,=,1.0,http://confOf#Assistant,[],"[""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#ConferenceChair,=,1.0,http://confOf#Chair_PC,[],"[""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],"[""The Program Committee consists of all members of the conference except for Authors who are not also Reviewers.""]","[""owl:Class""]",http://cmt#ProgramCommitteeMember,=,1.0,http://confOf#Member_PC,[],"[""Reviewer"",""confTool""]","[""owl:Class""]",true,true positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#PaperAbstract,=,1.0,http://confOf#Tutorial,[],[],"[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#PaperFullVersion,=,0.0,http://confOf#Paper,[],"[""confTool""]","[""owl:Class""]",true,false negative
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",http://cmt#title,=,1.0,http://confOf#hasTitle,[],"[""confTool""]","[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",true,true positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Administrator,=,1.0,http://confOf#Administrator,[],"[""confTool""]","[""owl:Class""]",false,true positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Decision,=,1.0,http://confOf#Working_event,[],[],"[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:ObjectProperty""]",http://cmt#hasSubjectArea,=,0.0,http://confOf#dealsWith,[],"[""confTool""]","[""owl:ObjectProperty""]",true,false negative
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Conference,=,1.0,http://confOf#Conference,[],[],"[""owl:Class""]",false,true positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#AssociatedChair,=,1.0,http://confOf#Banquet,[],[],"[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Preference,=,1.0,http://confOf#Regular,[],"[""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:ObjectProperty""]",http://cmt#hasBeenAssigned,=,0.0,http://confOf#reviewes,[],[],"[""owl:ObjectProperty""]",true,false negative
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Paper,=,0.0,http://confOf#Contribution,[],"[""confTool""]","[""owl:Class""]",true,false negative
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#PaperFullVersion,=,1.0,http://confOf#Short_paper,[],"[""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Meta-Review,=,1.0,http://confOf#Reviewing_results_event,[],"[""Results of the reviewing procedures, accessable to authors"",""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],"[""An External Reviewer is a person that has been assigned to review a paper for another Reviewer, but is not themselves a Reviewer. ""]","[""owl:Class""]",http://cmt#ExternalReviewer,=,1.0,http://confOf#Administrative_event,[],[],"[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Co-author,=,1.0,http://confOf#Company,[],[],"[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://cmt#hasAuthor,=,0.0,http://confOf#writtenBy,[],"[""confTool""]","[""owl:ObjectProperty""]",true,false negative
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Bid,=,1.0,http://confOf#Trip,[],[],"[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:Class""]",http://cmt#Rejection,=,1.0,http://confOf#Submission_event,[],"[""Submission of contributions"",""confTool""]","[""owl:Class""]",false,false positive
conference,cmt-confof,MatcherHTTPCall,[],[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",http://cmt#title,=,1.0,http://confOf#has_title,[],"[""confTool""]","[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",false,false positive
