Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
largebio,small-fma-nci,MatcherHTTPCall,"[""Epidermis gland"",""Gland of epidermis""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Gland_of_epidermis,=,1.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Adrenal_Gland_Neoplasm,"[""Adrenal Gland Neoplasm"",""Adrenal Gland Tumor"",""Adrenal Neoplasm"",""Adrenal Neoplasms"",""Adrenal Tumor"",""Neoplasm of Adrenal Gland"",""Neoplasm of the Adrenal Gland"",""Tumor of Adrenal Gland"",""Tumor of the Adrenal Gland""]",[],"[""owl:Class""]",false,false positive
largebio,small-fma-nci,MatcherHTTPCall,"[""Common fibular nerve"",""Common peroneal nerve"",""Nervus fibularis communis"",""Nervus peroneus communis""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Common_fibular_nerve,=,0.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Peroneal_Nerve,"[""Peroneal Nerve""]",[],"[""owl:Class""]",true,false negative
largebio,small-fma-nci,MatcherHTTPCall,"[""Blood capillary"",""Capillary vessel"",""Capillary""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Capillary,=,1.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Blood_Capillary,"[""Blood Capillary""]",[],"[""owl:Class""]",false,false positive
largebio,small-fma-nci,MatcherHTTPCall,"[""Specialized epithelial cell""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Specialized_epithelial_cell,=,1.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Specialized_Epithelial_Cell,"[""Epithelial Cells, Specialized"",""Specialized Epithelial Cell"",""Specialized Epithelial Cells""]",[],"[""owl:Class""]",true,true positive
largebio,small-fma-nci,MatcherHTTPCall,"[""Antibody"",""Immunoglobulin""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Immunoglobulin,=,1.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Immunoglobulin,"[""Immune Globulin"",""Immunoglobulin"",""Immunoglobulins / Antibodies"",""Immunoglobulins"",""immunoglobulin""]",[],"[""owl:Class""]",true,true positive
largebio,small-fma-nci,MatcherHTTPCall,"[""Nervus radialis"",""Radial nerve""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Radial_nerve,=,1.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Radial_Nerve,"[""Radial Nerve""]",[],"[""owl:Class""]",true,true positive
largebio,small-fma-nci,MatcherHTTPCall,"[""Anterior colliculus"",""Anterior corpus quadrigeminum"",""Colliculus bigeminalis oralis"",""Colliculus rostralis"",""Colliculus superior"",""Corpus quadrigeminum superius"",""Cranial colliculus"",""Nates"",""Optic tectum"",""Superior colliculus""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Superior_colliculus,=,1.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anterior_Quadrigeminal_Body,"[""Anterior Quadrigeminal Body"",""Superior Colliculus""]",[],"[""owl:Class""]",true,true positive
largebio,small-fma-nci,MatcherHTTPCall,"[""Lobule"",""Lobulus""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lobule,=,1.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lobule,"[""Lobule"",""lobule""]",[],"[""owl:Class""]",true,true positive
largebio,small-fma-nci,MatcherHTTPCall,"[""Left lower first permanent molar tooth"",""Left lower first secondary molar tooth"",""Left mandibular first secondary molar tooth"",""Secondary tooth 19""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Left_lower_first_secondary_molar_tooth,=,1.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Loss_of_Chromosome_18,"[""Loss of Chromosome 18"",""del(18)""]",[],"[""owl:Class""]",false,false positive
largebio,small-fma-nci,MatcherHTTPCall,"[""S3 vertebra"",""Third sacral segment"",""Third sacral vertebra"",""Third segment of sacrum""]",[],"[""owl:Class""]",http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Third_sacral_vertebra,=,1.0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#T3_Vertebra,"[""T3 Vertebra""]",[],"[""owl:Class""]",false,false positive
