Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
phenotype,hp-mp,MatcherHTTPCall,"[""obsolete Hypertrophic labia minora""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0008694,=,1.0,http://purl.obolibrary.org/obo/MP_0003520,"[""abnormal labia minora morphology""]",[],"[""owl:Class""]",false,false positive
phenotype,hp-mp,MatcherHTTPCall,"[""Chronic colitis""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0100281,=,1.0,http://purl.obolibrary.org/obo/MP_0013296,"[""abnormal susceptibility to induced colitis""]",[],"[""owl:Class""]",false,false positive
phenotype,hp-mp,MatcherHTTPCall,"[""Abnormality of the palate""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0000174,=,1.0,http://purl.obolibrary.org/obo/MP_0009653,"[""abnormal palate development""]",[],"[""owl:Class""]",false,false positive
phenotype,hp-mp,MatcherHTTPCall,"[""Abnormality of immune system physiology""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0010978,=,1.0,http://purl.obolibrary.org/obo/MP_0001790,"[""abnormal immune system physiology""]",[],"[""owl:Class""]",false,false positive
phenotype,hp-mp,MatcherHTTPCall,"[""Abnormality of the scrotum""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0000045,=,1.0,http://purl.obolibrary.org/obo/MP_0002669,"[""abnormal scrotum morphology""]",[],"[""owl:Class""]",false,false positive
phenotype,hp-mp,MatcherHTTPCall,"[""Abnormal hair pattern""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0010720,=,1.0,http://purl.obolibrary.org/obo/MP_0000427,"[""abnormal hair cycle""]",[],"[""owl:Class""]",false,false positive
phenotype,hp-mp,MatcherHTTPCall,"[""Congenitally corrected transposition of the great arteries with ventricular septal defect""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0011605,=,1.0,http://purl.obolibrary.org/obo/MP_0002131,"[""obsolete heart/cardiovascular system: no defect detected""]",[],"[""owl:Class""]",false,false positive
phenotype,hp-mp,MatcherHTTPCall,"[""Decreased level of histidine-rich glycoprotein""]","[""Requested and created by members of the BRIDGE consortium""]","[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0040227,=,1.0,http://purl.obolibrary.org/obo/MP_0011653,"[""decreased circulating histidine level""]",[],"[""owl:Class""]",false,false positive
phenotype,hp-mp,MatcherHTTPCall,"[""Leukodystrophy""]","[""The deterioration coincides with clinical regression of skills, and in the most severe cases neurological devastation. Leukodystrophy should be distinguished from leukoencephalopathy (defect causing secondary myelin damage). Note that the term leukodystrophy is most often used to refer to a disease rather than a phenotypic feature, and a more precise description is to be preferred if possible.""]","[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0002415,=,1.0,http://purl.obolibrary.org/obo/MP_0008842,"[""lipofuscinosis""]",[],"[""owl:Class""]",false,false positive
phenotype,hp-mp,MatcherHTTPCall,"[""Myxomatous mitral valve degeneration""]",[],"[""owl:Class""]",http://purl.obolibrary.org/obo/HP_0004764,=,1.0,http://purl.obolibrary.org/obo/MP_0000286,"[""abnormal mitral valve morphology""]",[],"[""owl:Class""]",false,false positive
